DATA;VALE5;GOLL4;AMBV4;ITUB4;BBDC4;BVMF3;RAPT4;MYPK3;GOAU4;LLXL3;CSAN3;DOLAR
24/04/2013; 32.10 ; 13.19 ; 78.26 ; 29.47 ; 31.58 ; 13.18 ; 12.50 ; 23.70 ; 19.33 ; 1.98 ; 45.59 ; 2.02
25/04/2013; 32.55 ; 13.81 ; 82.80 ; 30.23 ; 32.57 ; 13.61 ; 13.00 ; 24.15 ; 19.70 ; 1.98 ; 46.68 ; 2.01
26/04/2013; 31.68 ; 13.35 ; 81.20 ; 29.88 ; 32.46 ; 13.87 ; 12.87 ; 24.00 ; 19.34 ; 1.91 ; 46.19 ; 2.00
29/04/2013; 32.02 ; 12.86 ; 82.79 ; 30.30 ; 32.64 ; 14.11 ; 13.03 ; 23.70 ; 19.38 ; 1.93 ; 46.50 ; 2.00
30/04/2013; 32.64 ; 12.40 ; 83.10 ; 30.25 ; 32.13 ; 14.05 ; 13.07 ; 23.40 ; 19.55 ; 1.89 ; 46.19 ; 2.00
02/05/2013; 31.75 ; 12.13 ; 83.20 ; 31.14 ; 33.09 ; 14.10 ; 13.45 ; 23.24 ; 19.15 ; 1.88 ; 46.19 ; 2.01
03/05/2013; 32.20 ; 11.99 ; 82.34 ; 31.46 ; 33.39 ; 14.07 ; 13.27 ; 23.61 ; 18.57 ; 1.90 ; 45.50 ; 2.01
06/05/2013; 32.28 ; 12.35 ; 84.95 ; 31.46 ; 33.27 ; 14.06 ; 13.25 ; 23.04 ; 18.32 ; 1.85 ; 45.89 ; 2.01
07/05/2013; 33.05 ; 12.40 ; 85.51 ; 31.17 ; 33.19 ; 14.14 ; 13.38 ; 22.90 ; 17.80 ; 1.78 ; 46.03 ; 2.01
08/05/2013; 33.12 ; 12.19 ; 85.65 ; 30.57 ; 32.47 ; 13.92 ; 12.90 ; 22.79 ; 17.44 ; 1.73 ; 45.75 ; 2.00
09/05/2013; 33.15 ; 12.14 ; 87.42 ; 31.03 ; 32.84 ; 13.93 ; 12.90 ; 23.53 ; 17.38 ; 1.80 ; 45.94 ; 2.01
10/05/2013; 32.50 ; 12.17 ; 88.41 ; 31.55 ; 33.09 ; 13.94 ; 12.91 ; 23.40 ; 17.03 ; 1.82 ; 46.19 ; 2.02
13/05/2013; 31.82 ; 11.86 ; 86.68 ; 31.26 ; 33.16 ; 13.78 ; 12.96 ; 23.40 ; 17.16 ; 1.83 ; 45.35 ; 2.02
14/05/2013; 31.07 ; 12.25 ; 87.30 ; 31.69 ; 33.90 ; 13.87 ; 13.04 ; 23.90 ; 17.21 ; 1.84 ; 46.07 ; 2.01
15/05/2013; 30.44 ; 11.80 ; 86.75 ; 31.96 ; 34.43 ; 14.16 ; 12.95 ; 23.45 ; 17.55 ; 1.83 ; 47.33 ; 2.02
16/05/2013; 29.70 ; 11.37 ; 86.43 ; 32.46 ; 34.53 ; 14.27 ; 13.02 ; 23.98 ; 17.86 ; 1.85 ; 47.96 ; 2.03
17/05/2013; 29.91 ; 11.13 ; 85.39 ; 32.89 ; 34.73 ; 14.32 ; 13.05 ; 24.40 ; 17.89 ; 1.90 ; 48.13 ; 2.04
20/05/2013; 31.05 ; 11.25 ; 85.63 ; 32.61 ; 34.26 ; 14.21 ; 12.93 ; 24.70 ; 17.29 ; 1.93 ; 48.17 ; 2.03
21/05/2013; 31.37 ; 11.15 ; 85.45 ; 32.51 ; 34.03 ; 14.12 ; 13.28 ; 24.93 ; 16.98 ; 2.02 ; 47.37 ; 2.04
22/05/2013; 30.94 ; 11.00 ; 84.91 ; 32.38 ; 33.83 ; 14.19 ; 13.36 ; 25.65 ; 17.04 ; 1.97 ; 46.89 ; 2.04
23/05/2013; 30.38 ; 10.70 ; 85.80 ; 32.48 ; 34.10 ; 14.32 ; 13.28 ; 26.47 ; 17.12 ; 1.90 ; 47.16 ; 2.05
24/05/2013; 30.15 ; 10.47 ; 83.95 ; 31.69 ; 33.35 ; 13.92 ; 13.10 ; 26.24 ; 16.85 ; 1.81 ; 46.90 ; 2.05
27/05/2013; 30.25 ; 10.49 ; 81.95 ; 32.04 ; 34.01 ; 13.87 ; 12.80 ; 26.00 ; 16.51 ; 1.70 ; 46.48 ; 2.05
28/05/2013; 29.77 ; 10.83 ; 81.06 ; 31.78 ; 33.06 ; 13.77 ; 12.61 ; 26.20 ; 16.81 ; 1.76 ; 45.75 ; 2.06
29/05/2013; 29.38 ; 9.95 ; 79.60 ; 31.94 ; 32.60 ; 13.78 ; 12.76 ; 25.41 ; 16.87 ; 1.73 ; 45.87 ; 2.09
31/05/2013; 28.65 ; 9.31 ; 79.18 ; 30.83 ; 31.68 ; 13.43 ; 12.66 ; 25.39 ; 16.32 ; 1.69 ; 45.20 ; 2.13
03/06/2013; 29.95 ; 8.95 ; 80.25 ; 31.11 ; 31.70 ; 13.55 ; 12.62 ; 25.50 ; 16.31 ; 1.70 ; 43.14 ; 2.14
04/06/2013; 30.30 ; 9.18 ; 79.07 ; 30.92 ; 31.46 ; 13.43 ; 12.85 ; 25.25 ; 16.03 ; 1.54 ; 43.81 ; 2.13
05/06/2013; 29.17 ; 8.84 ; 78.95 ; 30.86 ; 31.59 ; 13.14 ; 12.66 ; 25.85 ; 15.73 ; 1.49 ; 42.88 ; 2.12
06/06/2013; 29.58 ; 8.60 ; 76.91 ; 29.85 ; 30.38 ; 12.68 ; 12.19 ; 25.45 ; 15.28 ; 1.38 ; 41.60 ; 2.13
07/06/2013; 29.06 ; 8.22 ; 76.95 ; 29.78 ; 30.28 ; 12.44 ; 11.93 ; 25.32 ; 15.31 ; 1.25 ; 42.75 ; 2.14
10/06/2013; 28.60 ; 7.66 ; 76.64 ; 29.70 ; 29.87 ; 12.71 ; 12.05 ; 26.07 ; 16.19 ; 1.26 ; 43.54 ; 2.15
11/06/2013; 27.78 ; 7.87 ; 78.30 ; 29.07 ; 29.24 ; 12.50 ; 11.99 ; 25.50 ; 16.10 ; 1.19 ; 43.09 ; 2.15
12/06/2013; 27.40 ; 8.45 ; 78.73 ; 29.22 ; 29.51 ; 12.54 ; 11.88 ; 25.50 ; 16.24 ; 1.09 ; 42.51 ; 2.14
13/06/2013; 28.65 ; 8.47 ; 78.51 ; 29.05 ; 29.29 ; 12.93 ; 11.93 ; 24.93 ; 16.32 ; 1.16 ; 42.70 ; 2.14
14/06/2013; 28.28 ; 8.52 ; 77.50 ; 28.69 ; 28.66 ; 12.04 ; 11.82 ; 24.80 ; 15.91 ; 1.03 ; 41.95 ; 2.14
17/06/2013; 28.40 ; 8.45 ; 77.10 ; 29.02 ; 28.85 ; 11.61 ; 11.45 ; 24.29 ; 16.15 ; 1.20 ; 41.67 ; 2.15
18/06/2013; 29.10 ; 8.24 ; 77.70 ; 28.26 ; 28.17 ; 11.33 ; 11.20 ; 24.45 ; 15.70 ; 1.03 ; 41.57 ; 2.17
19/06/2013; 28.50 ; 7.75 ; 76.38 ; 27.31 ; 27.61 ; 11.60 ; 11.13 ; 23.76 ; 14.92 ; 0.99 ; 41.23 ; 2.17
20/06/2013; 28.64 ; 7.50 ; 77.89 ; 27.41 ; 27.76 ; 11.96 ; 11.75 ; 23.80 ; 15.10 ; 1.00 ; 40.62 ; 2.25
21/06/2013; 28.45 ; 7.28 ; 79.31 ; 27.55 ; 28.01 ; 11.96 ; 12.17 ; 24.50 ; 15.02 ; 1.25 ; 41.03 ; 2.26
24/06/2013; 26.89 ; 6.73 ; 80.70 ; 28.11 ; 28.30 ; 12.16 ; 12.00 ; 24.15 ; 15.93 ; 1.08 ; 42.77 ; 2.25
25/06/2013; 27.50 ; 7.50 ; 83.52 ; 28.46 ; 28.76 ; 12.20 ; 12.06 ; 24.09 ; 15.90 ; 0.99 ; 42.51 ; 2.22
26/06/2013; 26.75 ; 7.27 ; 83.88 ; 28.21 ; 28.76 ; 12.69 ; 11.81 ; 24.00 ; 16.39 ; 0.89 ; 42.65 ; 2.20
27/06/2013; 26.70 ; 7.41 ; 81.64 ; 26.99 ; 27.30 ; 12.00 ; 11.30 ; 23.50 ; 16.26 ; 0.79 ; 41.58 ; 2.18
28/06/2013; 27.05 ; 7.17 ; 81.00 ; 26.69 ; 27.08 ; 11.94 ; 11.35 ; 23.25 ; 16.67 ; 0.80 ; 41.44 ; 2.22
01/07/2013; 27.28 ; 7.08 ; 80.76 ; 27.02 ; 27.04 ; 12.00 ; 11.60 ; 23.80 ; 16.79 ; 0.84 ; 41.27 ; 2.23
02/07/2013; 26.10 ; 6.75 ; 81.79 ; 26.53 ; 26.11 ; 12.00 ; 11.31 ; 23.89 ; 16.30 ; 0.84 ; 41.22 ; 2.24
03/07/2013; 26.00 ; 6.25 ; 82.17 ; 26.53 ; 25.98 ; 12.11 ; 11.21 ; 24.05 ; 16.00 ; 0.85 ; 41.47 ; 2.26
04/07/2013; 26.97 ; 6.35 ; 81.00 ; 26.49 ; 26.07 ; 11.93 ; 11.05 ; 23.30 ; 15.61 ; 0.81 ; 40.41 ; 2.26
05/07/2013; 26.45 ; 6.14 ; 82.82 ; 26.72 ; 26.05 ; 12.35 ; 11.43 ; 23.87 ; 16.01 ; 0.84 ; 41.03 ; 2.26
08/07/2013; 26.08 ; 6.46 ; 82.69 ; 27.38 ; 27.34 ; 12.79 ; 11.76 ; 24.76 ; 16.46 ; 0.85 ; 43.04 ; 2.26
09/07/2013; 26.01 ; 6.35 ; 82.13 ; 27.10 ; 27.28 ; 12.49 ; 11.60 ; 24.78 ; 15.99 ; 0.66 ; 42.61 ; 2.26
10/07/2013; 26.44 ; 6.92 ; 83.44 ; 27.60 ; 27.96 ; 12.56 ; 11.57 ; 24.78 ; 16.21 ; 0.74 ; 42.65 ; 2.27
11/07/2013; 27.54 ; 7.27 ; 82.50 ; 27.76 ; 27.91 ; 12.11 ; 11.50 ; 24.85 ; 16.49 ; 0.73 ; 42.54 ; 2.27
12/07/2013; 27.06 ; 7.19 ; 81.99 ; 28.11 ; 28.58 ; 12.32 ; 11.70 ; 25.52 ; 17.10 ; 0.76 ; 43.18 ; 2.27
15/07/2013; 27.36 ; 7.42 ; 80.66 ; 28.15 ; 28.20 ; 12.49 ; 12.00 ; 25.13 ; 17.36 ; 0.79 ; 43.05 ; 2.25
16/07/2013; 27.87 ; 7.41 ; 80.09 ; 28.04 ; 27.75 ; 12.14 ; 11.97 ; 24.97 ; 17.13 ; 0.86 ; 42.89 ; 2.24
17/07/2013; 28.16 ; 7.87 ; 81.71 ; 28.63 ; 28.77 ; 12.24 ; 11.92 ; 24.94 ; 17.42 ; 0.92 ; 43.24 ; 2.24
18/07/2013; 28.22 ; 7.77 ; 82.11 ; 29.01 ; 29.18 ; 12.25 ; 12.05 ; 24.95 ; 18.08 ; 1.00 ; 43.14 ; 2.23
19/07/2013; 27.93 ; 7.71 ; 81.37 ; 28.67 ; 28.75 ; 12.15 ; 12.08 ; 25.52 ; 18.12 ; 0.96 ; 42.64 ; 2.24
22/07/2013; 28.45 ; 7.99 ; 81.59 ; 28.71 ; 28.81 ; 12.41 ; 12.15 ; 25.91 ; 18.45 ; 0.99 ; 42.01 ; 2.24
23/07/2013; 28.91 ; 7.84 ; 81.88 ; 28.71 ; 28.27 ; 12.59 ; 12.17 ; 25.99 ; 18.20 ; 0.99 ; 42.50 ; 2.23
24/07/2013; 28.94 ; 7.89 ; 81.34 ; 28.70 ; 28.24 ; 12.27 ; 12.16 ; 26.05 ; 18.28 ; 0.98 ; 42.26 ; 2.23
25/07/2013; 29.14 ; 8.14 ; 82.10 ; 28.92 ; 28.13 ; 11.93 ; 11.80 ; 25.79 ; 17.81 ; 0.97 ; 42.11 ; 2.25
26/07/2013; 29.25 ; 8.24 ; 86.01 ; 28.84 ; 27.68 ; 12.14 ; 11.79 ; 25.10 ; 18.13 ; 0.96 ; 42.51 ; 2.25
29/07/2013; 28.90 ; 8.24 ; 87.97 ; 29.78 ; 28.45 ; 12.32 ; 11.74 ; 25.20 ; 18.97 ; 0.96 ; 43.45 ; 2.26
30/07/2013; 28.36 ; 8.20 ; 87.39 ; 29.61 ; 28.20 ; 12.00 ; 11.67 ; 25.50 ; 18.76 ; 0.88 ; 43.30 ; 2.27
31/07/2013; 28.15 ; 7.82 ; 86.36 ; 29.15 ; 27.62 ; 11.75 ; 11.68 ; 25.84 ; 18.63 ; 0.87 ; 42.75 ; 2.29
01/08/2013; 28.55 ; 8.00 ; 85.65 ; 28.47 ; 27.06 ; 11.41 ; 11.68 ; 25.95 ; 18.40 ; 0.91 ; 42.19 ; 2.29
02/08/2013; 28.39 ; 7.70 ; 85.31 ; 28.42 ; 27.14 ; 11.47 ; 11.60 ; 25.80 ; 19.02 ; 0.88 ; 41.70 ; 2.29
05/08/2013; 28.73 ; 7.50 ; 86.00 ; 29.24 ; 28.02 ; 11.95 ; 11.65 ; 25.85 ; 19.24 ; 0.94 ; 41.80 ; 2.30
06/08/2013; 28.35 ; 7.07 ; 84.83 ; 29.38 ; 28.31 ; 11.54 ; 11.67 ; 26.30 ; 19.34 ; 1.02 ; 42.18 ; 2.30
07/08/2013; 29.06 ; 6.87 ; 84.86 ; 30.17 ; 28.76 ; 11.70 ; 11.50 ; 26.73 ; 19.47 ; 1.10 ; 41.40 ; 2.30
08/08/2013; 29.93 ; 7.23 ; 86.20 ; 30.36 ; 29.45 ; 11.70 ; 11.50 ; 26.25 ; 19.30 ; 1.29 ; 41.59 ; 2.29
09/08/2013; 30.90 ; 7.45 ; 85.75 ; 30.06 ; 29.15 ; 11.41 ; 11.45 ; 26.00 ; 19.27 ; 1.51 ; 40.75 ; 2.27
12/08/2013; 31.27 ; 7.57 ; 86.21 ; 29.81 ; 28.77 ; 11.35 ; 11.63 ; 26.70 ; 19.07 ; 1.67 ; 40.55 ; 2.27
13/08/2013; 31.56 ; 7.45 ; 87.51 ; 29.20 ; 28.50 ; 11.55 ; 11.83 ; 27.11 ; 20.15 ; 1.60 ; 40.32 ; 2.30
14/08/2013; 31.60 ; 8.00 ; 86.86 ; 28.94 ; 28.45 ; 11.18 ; 11.50 ; 27.69 ; 21.26 ; 1.72 ; 40.70 ; 2.31
15/08/2013; 31.55 ; 8.21 ; 83.05 ; 28.63 ; 28.07 ; 11.14 ; 11.30 ; 26.95 ; 20.96 ; 1.67 ; 40.25 ; 2.34
16/08/2013; 32.17 ; 8.59 ; 82.46 ; 28.42 ; 27.60 ; 11.41 ; 11.08 ; 26.30 ; 20.94 ; 1.64 ; 39.90 ; 2.36
19/08/2013; 32.35 ; 8.40 ; 83.22 ; 28.44 ; 27.50 ; 11.40 ; 10.92 ; 26.53 ; 21.55 ; 1.60 ; 41.08 ; 2.40
20/08/2013; 31.44 ; 8.55 ; 82.78 ; 29.41 ; 28.05 ; 11.97 ; 11.27 ; 27.15 ; 21.18 ; 1.69 ; 42.29 ; 2.39
21/08/2013; 31.11 ; 8.59 ; 81.69 ; 28.91 ; 27.71 ; 11.90 ; 11.10 ; 27.39 ; 21.18 ; 1.72 ; 41.57 ; 2.42
22/08/2013; 32.40 ; 8.68 ; 81.04 ; 28.10 ; 26.90 ; 11.29 ; 11.03 ; 27.58 ; 21.03 ; 1.64 ; 40.45 ; 2.45
23/08/2013; 32.28 ; 8.92 ; 80.52 ; 28.20 ; 26.75 ; 11.52 ; 11.04 ; 27.25 ; 21.13 ; 1.60 ; 40.77 ; 2.39
26/08/2013; 32.20 ; 8.55 ; 82.90 ; 28.45 ; 27.15 ; 11.60 ; 11.19 ; 27.80 ; 21.27 ; 1.53 ; 40.20 ; 2.37
