RANKING IDHM 2010,CD_GEOCODM,MUNICÍPIO,ESTADO,IDHM 2010,IDHM RENDA 2010,IDHM LONGEVIDADE 2010,IDHM EDUCAÇÃO 2010,MERGE,,MERGE,X,CD_GEOCODM,ESTADO,NM_MUNICIP,Info,lon,lat
4167,251100,PEDRA BRANCA,PB,"0,599","0,532","0,761","0,532",PB-PEDRA BRANCA,1,PB-PEDRA BRANCA,1379,251100, PB,PEDRA BRANCA,PEDRA BRANCA,104.4080556,1.3302778
4764,251110,PEDRA LAVRADA,PB,"0,574","0,564","0,733","0,458",PB-PEDRA LAVRADA,1,PB-PEDRA LAVRADA,1380,251110, PB,PEDRA LAVRADA,PEDRA LAVRADA,-36.4147889,-6.7918297
4395,251120,PEDRAS DE FOGO,PB,"0,590","0,568","0,771","0,468",PB-PEDRAS DE FOGO,1,PB-PEDRAS DE FOGO,1381,251120, PB,PEDRAS DE FOGO,PEDRAS DE FOGO,-35.1117491,-7.4009253
5293,251272,PEDRO RÉGIS,PB,"0,542","0,529","0,754","0,399",PB-PEDRO RÉGIS,1,PB-PEDRO RÉGIS,1399,251272, PB,PEDRO RÉGIS,PEDRO RÉGIS,-35.2930013,-6.6406173
3680,251130,PIANCÓ,PB,"0,621","0,593","0,736","0,550",PB-PIANCÓ,1,PB-PIANCÓ,1382,251130, PB,PIANCÓ,PIANCÓ,-37.9228255,-7.1957199
3957,251140,PICUÍ,PB,"0,608","0,596","0,745","0,506",PB-PICUÍ,1,PB-PICUÍ,1383,251140, PB,PICUÍ,PICUÍ,-36.3064595,-6.4639272
4654,251150,PILAR,PB,"0,579","0,544","0,775","0,461",PB-PILAR,1,PB-PILAR,1384,251150, PB,PILAR,PILAR,-73.9550335,40.6880607
5049,251160,PILÕES,PB,"0,560","0,559","0,767","0,409",PB-PILÕES,1,PB-PILÕES,1385,251160, PB,PILÕES,PILÕES,-35.6177373,-6.8703667
4965,251170,PILÕEZINHOS,PB,"0,564","0,532","0,802","0,421",PB-PILÕEZINHOS,1,PB-PILÕEZINHOS,1386,251170, PB,PILÕEZINHOS,PILÕEZINHOS,-35.5305775,-6.843131
4255,251180,PIRPIRITUBA,PB,"0,595","0,566","0,745","0,499",PB-PIRPIRITUBA,1,PB-PIRPIRITUBA,1387,251180, PB,PIRPIRITUBA,PIRPIRITUBA,-35.496794,-6.7811243
4841,251190,PITIMBU,PB,"0,570","0,538","0,753","0,456",PB-PITIMBU,1,PB-PITIMBU,1388,251190, PB,PITIMBU,PITIMBU,-34.8081102,-7.4725448
4372,251200,POCINHOS,PB,"0,591","0,556","0,779","0,477",PB-POCINHOS,1,PB-POCINHOS,1389,251200, PB,POCINHOS,POCINHOS,-36.0610619,-7.0776824
5432,251203,POÇO DANTAS,PB,"0,525","0,506","0,702","0,408",PB-POÇO DANTAS,1,PB-POÇO DANTAS,1390,251203, PB,POÇO DANTAS,POÇO DANTAS,-38.496682,-6.4040413
3866,251207,POÇO DE JOSÉ DE MOURA,PB,"0,612","0,578","0,797","0,497",PB-POÇO DE JOSÉ DE MOURA,1,PB-POÇO DE JOSÉ DE MOURA,1391,251207, PB,POÇO DE JOSÉ DE MOURA,POÇO DE JOSÉ DE MOURA,-38.5060147,-6.6061644
3407,251210,POMBAL,PB,"0,634","0,629","0,787","0,515",PB-POMBAL,1,PB-POMBAL,1392,251210, PB,POMBAL,POMBAL,-8.6321415,39.9167748
3957,251220,PRATA,PB,"0,608","0,566","0,772","0,514",PB-PRATA,1,PB-PRATA,1393,251220, PB,PRATA,PRATA,10.9853993,43.0828976
3999,251230,PRINCESA ISABEL,PB,"0,606","0,600","0,720","0,514",PB-PRINCESA ISABEL,1,PB-PRINCESA ISABEL,1394,251230, PB,PRINCESA ISABEL,PRINCESA ISABEL,-37.9917043,-7.736243
3756,251240,PUXINANÃ,PB,"0,617","0,574","0,754","0,542",PB-PUXINANÃ,1,PB-PUXINANÃ,1395,251240, PB,PUXINANÃ,PUXINANÃ,-35.9624008,-7.1467711
3957,251250,QUEIMADAS,PB,"0,608","0,578","0,796","0,489",PB-QUEIMADAS,1,PB-QUEIMADAS,1396,251250, PB,QUEIMADAS,QUEIMADAS,-35.9023681,-7.3637571
3653,251260,QUIXABÁ,PB,"0,622","0,564","0,737","0,579",PB-QUIXABÁ,1,PB-QUIXABÁ,1397,251260, PB,QUIXABÁ,QUIXABÁ,-37.1496565,-7.0318877
3984,251270,REMÍGIO,PB,"0,607","0,592","0,797","0,474",PB-REMÍGIO,1,PB-REMÍGIO,1398,251270, PB,REMÍGIO,REMÍGIO,-35.8498078,-6.9121203
4764,251274,RIACHÃO,PB,"0,574","0,515","0,763","0,481",PB-RIACHÃO,1,PB-RIACHÃO,1400,251274, PB,RIACHÃO,RIACHÃO,-46.622923,-7.3586145
5157,251275,RIACHÃO DO BACAMARTE,PB,"0,553","0,561","0,721","0,417",PB-RIACHÃO DO BACAMARTE,1,PB-RIACHÃO DO BACAMARTE,1401,251275, PB,RIACHÃO DO BACAMARTE,RIACHÃO DO BACAMARTE,-35.6642135,-7.249294
5128,251276,RIACHÃO DO POÇO,PB,"0,555","0,537","0,748","0,426",PB-RIACHÃO DO POÇO,1,PB-RIACHÃO DO POÇO,1402,251276, PB,RIACHÃO DO POÇO,RIACHÃO DO POÇO,-35.2628177,-7.1471456
4284,251278,RIACHO DE SANTO ANTÔNIO,PB,"0,594","0,569","0,735","0,502",PB-RIACHO DE SANTO ANTÔNIO,1,PB-RIACHO DE SANTO ANTÔNIO,1403,251278, PB,RIACHO DE SANTO ANTÔNIO,RIACHO DE SANTO ANTÔNIO,-36.1562949,-7.6936901
4884,251280,RIACHO DOS CAVALOS,PB,"0,568","0,546","0,752","0,447",PB-RIACHO DOS CAVALOS,1,PB-RIACHO DOS CAVALOS,1404,251280, PB,RIACHO DOS CAVALOS,RIACHO DOS CAVALOS,-37.6514417,-6.436917
4515,251290,RIO TINTO,PB,"0,585","0,562","0,742","0,480",PB-RIO TINTO,1,PB-RIO TINTO,1405,251290, PB,RIO TINTO,RIO TINTO,-73.567838,45.4964862
4984,251300,SALGADINHO,PB,"0,563","0,531","0,739","0,454",PB-SALGADINHO,1,PB-SALGADINHO,1406,251300, PB,SALGADINHO,SALGADINHO,NA,NA
4884,251310,SALGADO DE SÃO FÉLIX,PB,"0,568","0,531","0,770","0,448",PB-SALGADO DE SÃO FÉLIX,1,PB-SALGADO DE SÃO FÉLIX,1407,251310, PB,SALGADO DE SÃO FÉLIX,SALGADO DE SÃO FÉLIX,-35.4401442,-7.3555209
5432,251315,SANTA CECÍLIA,PB,"0,525","0,515","0,699","0,402",PB-SANTA CECÍLIA,1,PB-SANTA CECÍLIA,1408,251315, PB,SANTA CECÍLIA,SANTA CECÍLIA,-95.8523407,36.1310156
3735,251320,SANTA CRUZ,PB,"0,618","0,578","0,779","0,523",PB-SANTA CRUZ,1,PB-SANTA CRUZ,1409,251320, PB,SANTA CRUZ,SANTA CRUZ,-122.0307963,36.9741171
3927,251330,SANTA HELENA,PB,"0,609","0,570","0,786","0,504",PB-SANTA HELENA,1,PB-SANTA HELENA,1410,251330, PB,SANTA HELENA,SANTA HELENA,-122.4703868,38.5052429
4802,251335,SANTA INÊS,PB,"0,572","0,540","0,706","0,492",PB-SANTA INÊS,1,PB-SANTA INÊS,1411,251335, PB,SANTA INÊS,SANTA INÊS,-120.1364589,34.5947571
2386,251340,SANTA LUZIA,PB,"0,682","0,620","0,804","0,635",PB-SANTA LUZIA,1,PB-SANTA LUZIA,1412,251340, PB,SANTA LUZIA,SANTA LUZIA,-24.7439749,16.7644992
3534,251370,SANTA RITA,PB,"0,627","0,597","0,774","0,534",PB-SANTA RITA,1,PB-SANTA RITA,1416,251370, PB,SANTA RITA,SANTA RITA,-121.8879581,37.7165935
3534,251380,SANTA TERESINHA,PB,"0,627","0,586","0,820","0,513",PB-SANTA TERESINHA,1,PB-SANTA TERESINHA,1417,251380, PB,SANTA TERESINHA,SANTA TERESINHA,-39.6105142,-12.7700432
5361,251350,SANTANA DE MANGUEIRA,PB,"0,535","0,488","0,756","0,414",PB-SANTANA DE MANGUEIRA,1,PB-SANTANA DE MANGUEIRA,1413,251350, PB,SANTANA DE MANGUEIRA,SANTANA DE MANGUEIRA,-38.3347641,-7.550572
4284,251360,SANTANA DOS GARROTES,PB,"0,594","0,568","0,772","0,479",PB-SANTANA DOS GARROTES,1,PB-SANTANA DOS GARROTES,1414,251360, PB,SANTANA DOS GARROTES,SANTANA DOS GARROTES,-37.9360755,-7.3775052
3653,251365,SANTARÉM,PB,"0,622","0,553","0,765","0,568",PB-SANTARÉM,1,PB-SANTARÉM,1415,251365, PB,SANTARÉM,SANTARÉM,-8.704075,39.2848804
4144,251385,SANTO ANDRÉ,PB,"0,600","0,568","0,797","0,476",PB-SANTO ANDRÉ,1,PB-SANTO ANDRÉ,1418,251385, PB,SANTO ANDRÉ,SANTO ANDRÉ,-46.5436003,-23.6742228
3999,251392,SÃO BENTINHO,PB,"0,606","0,575","0,787","0,491",PB-SÃO BENTINHO,1,PB-SÃO BENTINHO,1420,251392, PB,SÃO BENTINHO,SÃO BENTINHO,-37.7277546,-6.8898627
4638,251390,SÃO BENTO,PB,"0,580","0,597","0,769","0,424",PB-SÃO BENTO,1,PB-SÃO BENTO,1419,251390, PB,SÃO BENTO,SÃO BENTO,NA,NA
5225,251396,SÃO DOMINGOS,PB,"0,548","0,555","0,754","0,394",PB-SÃO DOMINGOS,1,PB-SÃO DOMINGOS,1422,251396, PB,SÃO DOMINGOS,SÃO DOMINGOS,-44.245098,-2.523153
4416,251394,SÃO DOMINGOS DO CARIRI,PB,"0,589","0,603","0,773","0,438",PB-SÃO DOMINGOS DO CARIRI,1,PB-SÃO DOMINGOS DO CARIRI,1421,251394, PB,SÃO DOMINGOS DO CARIRI,SÃO DOMINGOS DO CARIRI,-36.432692,-7.6349385
4638,251398,SÃO FRANCISCO,PB,"0,580","0,560","0,726","0,481",PB-SÃO FRANCISCO,1,PB-SÃO FRANCISCO,1423,251398, PB,SÃO FRANCISCO,SÃO FRANCISCO,-43.4440468,-13.541478
3653,251400,SÃO JOÃO DO CARIRI,PB,"0,622","0,618","0,797","0,488",PB-SÃO JOÃO DO CARIRI,1,PB-SÃO JOÃO DO CARIRI,1424,251400, PB,SÃO JOÃO DO CARIRI,SÃO JOÃO DO CARIRI,-36.5328804,-7.3906655
3957,250070,SÃO JOÃO DO RIO DO PEIXE,PB,"0,608","0,586","0,782","0,490",PB-SÃO JOÃO DO RIO DO PEIXE,1,PB-SÃO JOÃO DO RIO DO PEIXE,1250,250070, PB,SÃO JOÃO DO RIO DO PEIXE,SÃO JOÃO DO RIO DO PEIXE,-38.449499,-6.7272534
5169,251410,SÃO JOÃO DO TIGRE,PB,"0,552","0,523","0,758","0,424",PB-SÃO JOÃO DO TIGRE,1,PB-SÃO JOÃO DO TIGRE,1425,251410, PB,SÃO JOÃO DO TIGRE,SÃO JOÃO DO TIGRE,-36.848016,-8.0797947
5395,251420,SÃO JOSÉ DA LAGOA TAPADA,PB,"0,530","0,530","0,722","0,389",PB-SÃO JOSÉ DA LAGOA TAPADA,1,PB-SÃO JOSÉ DA LAGOA TAPADA,1426,251420, PB,SÃO JOSÉ DA LAGOA TAPADA,SÃO JOSÉ DA LAGOA TAPADA,-38.1054495,-6.939055
4941,251430,SÃO JOSÉ DE CAIANA,PB,"0,565","0,545","0,762","0,434",PB-SÃO JOSÉ DE CAIANA,1,PB-SÃO JOSÉ DE CAIANA,1427,251430, PB,SÃO JOSÉ DE CAIANA,SÃO JOSÉ DE CAIANA,-38.3014842,-7.2507768
4695,251440,SÃO JOSÉ DE ESPINHARAS,PB,"0,577","0,543","0,790","0,448",PB-SÃO JOSÉ DE ESPINHARAS,1,PB-SÃO JOSÉ DE ESPINHARAS,1428,251440, PB,SÃO JOSÉ DE ESPINHARAS,SÃO JOSÉ DE ESPINHARAS,-37.3827234,-6.8301144
4372,251450,SÃO JOSÉ DE PIRANHAS,PB,"0,591","0,594","0,755","0,461",PB-SÃO JOSÉ DE PIRANHAS,1,PB-SÃO JOSÉ DE PIRANHAS,1430,251450, PB,SÃO JOSÉ DE PIRANHAS,SÃO JOSÉ DE PIRANHAS,-38.4993817,-7.1191546
4941,251455,SÃO JOSÉ DE PRINCESA,PB,"0,565","0,533","0,765","0,443",PB-SÃO JOSÉ DE PRINCESA,1,PB-SÃO JOSÉ DE PRINCESA,1431,251455, PB,SÃO JOSÉ DE PRINCESA,SÃO JOSÉ DE PRINCESA,-38.0948759,-7.7067137
4670,251460,SÃO JOSÉ DO BONFIM,PB,"0,578","0,549","0,713","0,493",PB-SÃO JOSÉ DO BONFIM,1,PB-SÃO JOSÉ DO BONFIM,1432,251460, PB,SÃO JOSÉ DO BONFIM,SÃO JOSÉ DO BONFIM,-37.3084765,-7.1618891
4614,251465,SÃO JOSÉ DO BREJO DO CRUZ,PB,"0,581","0,535","0,776","0,473",PB-SÃO JOSÉ DO BREJO DO CRUZ,1,PB-SÃO JOSÉ DO BREJO DO CRUZ,1433,251465, PB,SÃO JOSÉ DO BREJO DO CRUZ,SÃO JOSÉ DO BREJO DO CRUZ,-37.353745,-6.2132722
3756,251470,SÃO JOSÉ DO SABUGI,PB,"0,617","0,584","0,781","0,514",PB-SÃO JOSÉ DO SABUGI,1,PB-SÃO JOSÉ DO SABUGI,1434,251470, PB,SÃO JOSÉ DO SABUGI,SÃO JOSÉ DO SABUGI,-36.8034921,-6.8288354
5116,251480,SÃO JOSÉ DOS CORDEIROS,PB,"0,556","0,542","0,778","0,407",PB-SÃO JOSÉ DOS CORDEIROS,1,PB-SÃO JOSÉ DOS CORDEIROS,1435,251480, PB,SÃO JOSÉ DOS CORDEIROS,SÃO JOSÉ DOS CORDEIROS,-36.8465564,-7.4305543
5306,251445,SÃO JOSÉ DOS RAMOS,PB,"0,541","0,527","0,738","0,406",PB-SÃO JOSÉ DOS RAMOS,1,PB-SÃO JOSÉ DOS RAMOS,1429,251445, PB,SÃO JOSÉ DOS RAMOS,SÃO JOSÉ DOS RAMOS,-35.3682096,-7.2556629
3275,251490,SÃO MAMEDE,PB,"0,641","0,617","0,765","0,558",PB-SÃO MAMEDE,1,PB-SÃO MAMEDE,1436,251490, PB,SÃO MAMEDE,SÃO MAMEDE,-9.152534,38.7188082
5225,251500,SÃO MIGUEL DE TAIPU,PB,"0,548","0,516","0,721","0,443",PB-SÃO MIGUEL DE TAIPU,1,PB-SÃO MIGUEL DE TAIPU,1437,251500, PB,SÃO MIGUEL DE TAIPU,SÃO MIGUEL DE TAIPU,-35.2095872,-7.2503882
4284,251510,SÃO SEBASTIÃO DE LAGOA DE ROÇA,PB,"0,594","0,561","0,795","0,471",PB-SÃO SEBASTIÃO DE LAGOA DE ROÇA,1,PB-SÃO SEBASTIÃO DE LAGOA DE ROÇA,1438,251510, PB,SÃO SEBASTIÃO DE LAGOA DE ROÇA,SÃO SEBASTIÃO DE LAGOA DE ROÇA,-35.8670456,-7.1049751
4614,251520,SÃO SEBASTIÃO DO UMBUZEIRO,PB,"0,581","0,561","0,763","0,459",PB-SÃO SEBASTIÃO DO UMBUZEIRO,1,PB-SÃO SEBASTIÃO DO UMBUZEIRO,1439,251520, PB,SÃO SEBASTIÃO DO UMBUZEIRO,SÃO SEBASTIÃO DO UMBUZEIRO,-37.0097685,-8.153488
4869,251530,SAPÉ,PB,"0,569","0,563","0,711","0,461",PB-SAPÉ,1,PB-SAPÉ,1440,251530, PB,SAPÉ,SAPÉ,-35.2302461,-7.0961468
5128,251540,SERIDÓ,PB,"0,555","0,528","0,714","0,453",PB-SERIDÓ,1,PB-SERIDÓ,1441,251540, PB,SERIDÓ,SERIDÓ,-36.4580775,-6.8948284
3519,251550,SERRA BRANCA,PB,"0,628","0,598","0,770","0,537",PB-SERRA BRANCA,1,PB-SERRA BRANCA,1442,251550, PB,SERRA BRANCA,SERRA BRANCA,-36.6639815,-7.4828261
3561,251560,SERRA DA RAIZ,PB,"0,626","0,570","0,792","0,544",PB-SERRA DA RAIZ,1,PB-SERRA DA RAIZ,1443,251560, PB,SERRA DA RAIZ,SERRA DA RAIZ,-35.4432344,-6.686659
4495,251570,SERRA GRANDE,PB,"0,586","0,549","0,745","0,491",PB-SERRA GRANDE,1,PB-SERRA GRANDE,1444,251570, PB,SERRA GRANDE,SERRA GRANDE,-39.0402116,-14.4648636
4841,251580,SERRA REDONDA,PB,"0,570","0,565","0,772","0,424",PB-SERRA REDONDA,1,PB-SERRA REDONDA,1445,251580, PB,SERRA REDONDA,SERRA REDONDA,-35.6803639,-7.1856345
5244,251590,SERRARIA,PB,"0,547","0,536","0,779","0,392",PB-SERRARIA,1,PB-SERRARIA,1446,251590, PB,SERRARIA,SERRARIA,NA,NA
3680,251593,SERTÃOZINHO,PB,"0,621","0,554","0,769","0,561",PB-SERTÃOZINHO,1,PB-SERTÃOZINHO,1447,251593, PB,SERTÃOZINHO,SERTÃOZINHO,-47.990137,-21.1379949
4786,251597,SOBRADO,PB,"0,573","0,525","0,753","0,477",PB-SOBRADO,1,PB-SOBRADO,1448,251597, PB,SOBRADO,SOBRADO,-71.119626,42.695851
4255,251600,SOLÂNEA,PB,"0,595","0,592","0,762","0,468",PB-SOLÂNEA,1,PB-SOLÂNEA,1449,251600, PB,SOLÂNEA,SOLÂNEA,-35.7188463,-6.7440944
3771,251610,SOLEDADE,PB,"0,616","0,598","0,772","0,506",PB-SOLEDADE,1,PB-SOLEDADE,1450,251610, PB,SOLEDADE,SOLEDADE,-52.5120619,-28.8304006
4786,251615,SOSSÊGO,PB,"0,573","0,531","0,769","0,460",PB-SOSSÊGO,1,PB-SOSSÊGO,1451,251615, PB,SOSSÊGO,SOSSÊGO,-87.6354481,41.8885198
2716,251620,SOUSA,PB,"0,668","0,645","0,814","0,567",PB-SOUSA,1,PB-SOUSA,1452,251620, PB,SOUSA,SOUSA,-111.589847,33.4279406
3534,251630,SUMÉ,PB,"0,627","0,602","0,765","0,534",PB-SUMÉ,1,PB-SUMÉ,1453,251630, PB,SUMÉ,SUMÉ,NA,NA
5186,251640,TACIMA,PB,"0,551","0,513","0,726","0,450",PB-TACIMA,1,PB-TACIMA,1454,251640, PB,TACIMA,TACIMA,-122.4442906,47.2528768
4670,251650,TAPEROÁ,PB,"0,578","0,564","0,749","0,456",PB-TAPEROÁ,1,PB-TAPEROÁ,1455,251650, PB,TAPEROÁ,TAPEROÁ,-36.824359,-7.2102083
4495,251660,TAVARES,PB,"0,586","0,560","0,777","0,462",PB-TAVARES,1,PB-TAVARES,1456,251660, PB,TAVARES,TAVARES,-81.725632,28.8041579
4029,251670,TEIXEIRA,PB,"0,605","0,566","0,741","0,527",PB-TEIXEIRA,1,PB-TEIXEIRA,1457,251670, PB,TEIXEIRA,TEIXEIRA,-74.1567278,40.7287833
4614,251675,TENÓRIO,PB,"0,581","0,565","0,707","0,490",PB-TENÓRIO,1,PB-TENÓRIO,1458,251675, PB,TENÓRIO,TENÓRIO,-36.6296065,-6.9386077
3927,251680,TRIUNFO,PB,"0,609","0,578","0,780","0,501",PB-TRIUNFO,1,PB-TRIUNFO,1459,251680, PB,TRIUNFO,TRIUNFO,-71.0648426,42.3434824
3378,251690,UIRAÚNA,PB,"0,636","0,612","0,797","0,528",PB-UIRAÚNA,1,PB-UIRAÚNA,1460,251690, PB,UIRAÚNA,UIRAÚNA,-38.4129524,-6.5212442
4540,251700,UMBUZEIRO,PB,"0,584","0,545","0,712","0,514",PB-UMBUZEIRO,1,PB-UMBUZEIRO,1461,251700, PB,UMBUZEIRO,UMBUZEIRO,-35.6653832,-7.6963786
1696,251710,VÁRZEA,PB,"0,707","0,619","0,800","0,714",PB-VÁRZEA,1,PB-VÁRZEA,1462,251710, PB,VÁRZEA,VÁRZEA,NA,NA
4827,251720,VIEIRÓPOLIS,PB,"0,571","0,537","0,762","0,455",PB-VIEIRÓPOLIS,1,PB-VIEIRÓPOLIS,1463,251720, PB,VIEIRÓPOLIS,VIEIRÓPOLIS,-38.2773207,-6.5443011
4921,250550,VISTA SERRANA,PB,"0,566","0,554","0,773","0,424",PB-VISTA SERRANA,1,PB-VISTA SERRANA,1316,250550, PB,VISTA SERRANA,VISTA SERRANA,-46.586763,-23.282778
3631,251740,ZABELÊ,PB,"0,623","0,567","0,725","0,587",PB-ZABELÊ,1,PB-ZABELÊ,1464,251740, PB,ZABELÊ,ZABELÊ,NA,NA
2462,260005,ABREU E LIMA,PE,"0,679","0,625","0,791","0,632",PE-ABREU E LIMA,1,PE-ABREU E LIMA,1465,260005, PE,ABREU E LIMA,ABREU E LIMA,-34.9088536,-7.9201321
2964,260010,AFOGADOS DA INGAZEIRA,PE,"0,657","0,623","0,807","0,565",PE-AFOGADOS DA INGAZEIRA,1,PE-AFOGADOS DA INGAZEIRA,1466,260010, PE,AFOGADOS DA INGAZEIRA,AFOGADOS DA INGAZEIRA,-37.6173695,-7.7472616
4444,260020,AFRÂNIO,PE,"0,588","0,542","0,761","0,493",PE-AFRÂNIO,1,PE-AFRÂNIO,1467,260020, PE,AFRÂNIO,AFRÂNIO,-41.0082651,-8.5164821
4331,260030,AGRESTINA,PE,"0,592","0,581","0,760","0,470",PE-AGRESTINA,1,PE-AGRESTINA,1468,260030, PE,AGRESTINA,AGRESTINA,-35.9369952,-8.4664224
5157,260040,ÁGUA PRETA,PE,"0,553","0,514","0,761","0,432",PE-ÁGUA PRETA,1,PE-ÁGUA PRETA,1469,260040, PE,ÁGUA PRETA,ÁGUA PRETA,-35.5214738,-8.708545
5426,260050,ÁGUAS BELAS,PE,"0,526","0,546","0,691","0,385",PE-ÁGUAS BELAS,1,PE-ÁGUAS BELAS,1470,260050, PE,ÁGUAS BELAS,ÁGUAS BELAS,-37.1214501,-9.1131829
4167,260060,ALAGOINHA,PE,"0,599","0,569","0,801","0,472",PE-ALAGOINHA,1,PE-ALAGOINHA,1471,260060, PE,ALAGOINHA,ALAGOINHA,-36.7750052,-8.465577
4055,260070,ALIANÇA,PE,"0,604","0,565","0,799","0,488",PE-ALIANÇA,1,PE-ALIANÇA,1472,260070, PE,ALIANÇA,ALIANÇA,NA,NA
4198,260080,ALTINHO,PE,"0,598","0,559","0,792","0,482",PE-ALTINHO,1,PE-ALTINHO,1473,260080, PE,ALTINHO,ALTINHO,-36.0597471,-8.488022
4638,260090,AMARAJI,PE,"0,580","0,575","0,748","0,454",PE-AMARAJI,1,PE-AMARAJI,1474,260090, PE,AMARAJI,AMARAJI,-35.4551341,-8.3748772
4802,260100,ANGELIM,PE,"0,572","0,555","0,751","0,448",PE-ANGELIM,1,PE-ANGELIM,1475,260100, PE,ANGELIM,ANGELIM,-36.2850852,-8.889749
4331,260105,ARAÇOIABA,PE,"0,592","0,544","0,765","0,498",PE-ARAÇOIABA,1,PE-ARAÇOIABA,1476,260105, PE,ARAÇOIABA,ARAÇOIABA,-47.6085697,-23.5086476
4101,260110,ARARIPINA,PE,"0,602","0,595","0,785","0,467",PE-ARARIPINA,1,PE-ARARIPINA,1477,260110, PE,ARARIPINA,ARARIPINA,-40.4976324,-7.57656
2738,260120,ARCOVERDE,PE,"0,667","0,654","0,799","0,567",PE-ARCOVERDE,1,PE-ARCOVERDE,1478,260120, PE,ARCOVERDE,ARCOVERDE,-37.0585205,-8.4176445
4695,260130,BARRA DE GUABIRABA,PE,"0,577","0,558","0,726","0,474",PE-BARRA DE GUABIRABA,1,PE-BARRA DE GUABIRABA,1479,260130, PE,BARRA DE GUABIRABA,BARRA DE GUABIRABA,-35.6314191,-8.424721
4495,260140,BARREIROS,PE,"0,586","0,561","0,730","0,491",PE-BARREIROS,1,PE-BARREIROS,1480,260140, PE,BARREIROS,BARREIROS,-35.2807624,-8.8325814
4670,260150,BELÉM DE MARIA,PE,"0,578","0,537","0,749","0,479",PE-BELÉM DE MARIA,1,PE-BELÉM DE MARIA,1481,260150, PE,BELÉM DE MARIA,BELÉM DE MARIA,-35.8170876,-8.5989633
3254,260160,BELÉM DO SÃO FRANCISCO,PE,"0,642","0,611","0,784","0,553",PE-BELÉM DO SÃO FRANCISCO,1,PE-BELÉM DO SÃO FRANCISCO,1482,260160, PE,BELÉM DO SÃO FRANCISCO,BELÉM DO SÃO FRANCISCO,-39.0116869,-8.5494882
3501,260170,BELO JARDIM,PE,"0,629","0,617","0,783","0,514",PE-BELO JARDIM,1,PE-BELO JARDIM,1483,260170, PE,BELO JARDIM,BELO JARDIM,-36.4235973,-8.3357786
5066,260180,BETÂNIA,PE,"0,559","0,533","0,742","0,441",PE-BETÂNIA,1,PE-BETÂNIA,1484,260180, PE,BETÂNIA,BETÂNIA,NA,NA
3999,260190,BEZERROS,PE,"0,606","0,608","0,752","0,487",PE-BEZERROS,1,PE-BEZERROS,1485,260190, PE,BEZERROS,BEZERROS,-35.7570657,-8.2414964
4941,260200,BODOCÓ,PE,"0,565","0,543","0,745","0,445",PE-BODOCÓ,1,PE-BODOCÓ,1486,260200, PE,BODOCÓ,BODOCÓ,-39.9385909,-7.7788191
4984,260210,BOM CONSELHO,PE,"0,563","0,585","0,704","0,433",PE-BOM CONSELHO,1,PE-BOM CONSELHO,1487,260210, PE,BOM CONSELHO,BOM CONSELHO,-36.6851182,-9.1698518
4101,260220,BOM JARDIM,PE,"0,602","0,552","0,767","0,515",PE-BOM JARDIM,1,PE-BOM JARDIM,1488,260220, PE,BOM JARDIM,BOM JARDIM,-42.4187219,-22.1588683
5027,260230,BONITO,PE,"0,561","0,559","0,754","0,420",PE-BONITO,1,PE-BONITO,1489,260230, PE,BONITO,BONITO,-56.4841032,-21.1265516
5244,260240,BREJÃO,PE,"0,547","0,540","0,725","0,417",PE-BREJÃO,1,PE-BREJÃO,1490,260240, PE,BREJÃO,BREJÃO,-36.5656906,-9.0292603
4764,260250,BREJINHO,PE,"0,574","0,563","0,681","0,493",PE-BREJINHO,1,PE-BREJINHO,1491,260250, PE,BREJINHO,BREJINHO,-37.3292861,-7.3394239
5002,260260,BREJO DA MADRE DE DEUS,PE,"0,562","0,581","0,734","0,417",PE-BREJO DA MADRE DE DEUS,1,PE-BREJO DA MADRE DE DEUS,1492,260260, PE,BREJO DA MADRE DE DEUS,BREJO DA MADRE DE DEUS,-36.371496,-8.1405443
4309,260270,BUENOS AIRES,PE,"0,593","0,556","0,778","0,481",PE-BUENOS AIRES,1,PE-BUENOS AIRES,1493,260270, PE,BUENOS AIRES,BUENOS AIRES,-58.3815591,-34.6036844
5416,260280,BUÍQUE,PE,"0,527","0,497","0,746","0,395",PE-BUÍQUE,1,PE-BUÍQUE,1494,260280, PE,BUÍQUE,BUÍQUE,-37.1572367,-8.6210813
2282,260290,CABO DE SANTO AGOSTINHO,PE,"0,686","0,654","0,812","0,609",PE-CABO DE SANTO AGOSTINHO,1,PE-CABO DE SANTO AGOSTINHO,1495,260290, PE,CABO DE SANTO AGOSTINHO,CABO DE SANTO AGOSTINHO,-35.0304219,-8.2794398
3631,260300,CABROBÓ,PE,"0,623","0,581","0,773","0,539",PE-CABROBÓ,1,PE-CABROBÓ,1496,260300, PE,CABROBÓ,CABROBÓ,-39.310256,-8.5082573
4654,260310,CACHOEIRINHA,PE,"0,579","0,587","0,753","0,439",PE-CACHOEIRINHA,1,PE-CACHOEIRINHA,1497,260310, PE,CACHOEIRINHA,CACHOEIRINHA,-51.1021166,-29.9477228
5449,260320,CAETÉS,PE,"0,522","0,497","0,732","0,392",PE-CAETÉS,1,PE-CAETÉS,1498,260320, PE,CAETÉS,CAETÉS,-36.6226316,-8.7776012
4921,260330,CALÇADO,PE,"0,566","0,529","0,731","0,468",PE-CALÇADO,1,PE-CALÇADO,1499,260330, PE,CALÇADO,CALÇADO,NA,NA
