RANKING IDHM 2010,CD_GEOCODM,MUNICÍPIO,ESTADO,IDHM 2010,IDHM RENDA 2010,IDHM LONGEVIDADE 2010,IDHM EDUCAÇÃO 2010,MERGE,,MERGE,X,CD_GEOCODM,ESTADO,NM_MUNICIP,Info,lon,lat
2898,270890,SATUBA,AL,"0,660","0,619","0,794","0,585",AL-SATUBA,1,AL-SATUBA,1744,270890, AL,SATUBA,SATUBA,-35.8248884,-9.5716318
5467,270895,SENADOR RUI PALMEIRA,AL,"0,518","0,481","0,728","0,398",AL-SENADOR RUI PALMEIRA,1,AL-SENADOR RUI PALMEIRA,1745,270895, AL,SENADOR RUI PALMEIRA,SENADOR RUI PALMEIRA,-37.4579456,-9.4701876
5128,270900,TANQUE D'ARCA,AL,"0,555","0,531","0,748","0,430",AL-TANQUE D'ARCA,1,AL-TANQUE D'ARCA,1746,270900, AL,TANQUE D'ARCA,TANQUE D'ARCA,-36.4147889,-9.5602245
5306,270910,TAQUARANA,AL,"0,541","0,529","0,710","0,421",AL-TAQUARANA,1,AL-TAQUARANA,1747,270910, AL,TAQUARANA,TAQUARANA,-36.4903116,-9.6451013
4965,270915,TEOTÔNIO VILELA,AL,"0,564","0,549","0,700","0,466",AL-TEOTÔNIO VILELA,1,AL-TEOTÔNIO VILELA,1748,270915, AL,TEOTÔNIO VILELA,TEOTÔNIO VILELA,-36.359772,-9.9084691
5382,270920,TRAIPU,AL,"0,532","0,499","0,765","0,395",AL-TRAIPU,1,AL-TRAIPU,1749,270920, AL,TRAIPU,TRAIPU,-37.0036526,-9.9711733
4309,270930,UNIÃO DOS PALMARES,AL,"0,593","0,590","0,764","0,462",AL-UNIÃO DOS PALMARES,1,AL-UNIÃO DOS PALMARES,1750,270930, AL,UNIÃO DOS PALMARES,UNIÃO DOS PALMARES,-36.0166255,-9.1610344
4495,270940,VIÇOSA,AL,"0,586","0,554","0,758","0,478",AL-VIÇOSA,1,AL-VIÇOSA,1751,270940, AL,VIÇOSA,VIÇOSA,-42.8832763,-20.7473931
5416,130002,ALVARÃES,AM,"0,527","0,499","0,778","0,377",AM-ALVARÃES,1,AM-ALVARÃES,75,130002, AM,ALVARÃES,ALVARÃES,-64.8162083,-3.2157685
5049,130006,AMATURÁ,AM,"0,560","0,499","0,773","0,455",AM-AMATURÁ,1,AM-AMATURÁ,76,130006, AM,AMATURÁ,AMATURÁ,-68.1994227,-3.3657389
4284,130008,ANAMÃ,AM,"0,594","0,537","0,741","0,526",AM-ANAMÃ,1,AM-ANAMÃ,77,130008, AM,ANAMÃ,ANAMÃ,-61.7941232,-3.5155735
5027,130010,ANORI,AM,"0,561","0,540","0,757","0,433",AM-ANORI,1,AM-ANORI,78,130010, AM,ANORI,ANORI,-75.147287,7.073562
3357,130014,APUÍ,AM,"0,637","0,621","0,772","0,540",AM-APUÍ,1,AM-APUÍ,79,130014, AM,APUÍ,APUÍ,-59.8918669,-7.1996142
5563,130020,ATALAIA DO NORTE,AM,"0,450","0,481","0,733","0,259",AM-ATALAIA DO NORTE,1,AM-ATALAIA DO NORTE,80,130020, AM,ATALAIA DO NORTE,ATALAIA DO NORTE,-70.1924957,-4.3655403
4695,130030,AUTAZES,AM,"0,577","0,539","0,799","0,446",AM-AUTAZES,1,AM-AUTAZES,81,130030, AM,AUTAZES,AUTAZES,-59.1288534,-3.5834304
5531,130040,BARCELOS,AM,"0,500","0,545","0,728","0,315",AM-BARCELOS,1,AM-BARCELOS,82,130040, AM,BARCELOS,BARCELOS,-8.6190525,41.5320504
4764,130050,BARREIRINHA,AM,"0,574","0,469","0,774","0,522",AM-BARREIRINHA,1,AM-BARREIRINHA,83,130050, AM,BARREIRINHA,BARREIRINHA,-57.1915504,-3.0793652
4764,130060,BENJAMIN CONSTANT,AM,"0,574","0,526","0,763","0,471",AM-BENJAMIN CONSTANT,1,AM-BENJAMIN CONSTANT,84,130060, AM,BENJAMIN CONSTANT,BENJAMIN CONSTANT,-73.5096246,45.5177404
5510,130063,BERURI,AM,"0,506","0,512","0,731","0,346",AM-BERURI,1,AM-BERURI,85,130063, AM,BERURI,BERURI,-61.37411,-3.8983524
4941,130068,BOA VISTA DO RAMOS,AM,"0,565","0,496","0,750","0,484",AM-BOA VISTA DO RAMOS,1,AM-BOA VISTA DO RAMOS,86,130068, AM,BOA VISTA DO RAMOS,BOA VISTA DO RAMOS,-57.5857691,-2.9715711
4444,130070,BOCA DO ACRE,AM,"0,588","0,576","0,777","0,455",AM-BOCA DO ACRE,1,AM-BOCA DO ACRE,87,130070, AM,BOCA DO ACRE,BOCA DO ACRE,-67.3994582,-8.7488324
5049,130080,BORBA,AM,"0,560","0,532","0,776","0,425",AM-BORBA,1,AM-BORBA,88,130080, AM,BORBA,BORBA,-7.458405,38.8068177
4869,130083,CAAPIRANGA,AM,"0,569","0,544","0,775","0,436",AM-CAAPIRANGA,1,AM-CAAPIRANGA,89,130083, AM,CAAPIRANGA,CAAPIRANGA,-61.2130841,-3.3265913
5395,130090,CANUTAMA,AM,"0,530","0,522","0,752","0,379",AM-CANUTAMA,1,AM-CANUTAMA,90,130090, AM,CANUTAMA,CANUTAMA,-63.9586111,-7.3175297
5209,130100,CARAUARI,AM,"0,549","0,534","0,745","0,416",AM-CARAUARI,1,AM-CARAUARI,91,130100, AM,CARAUARI,CARAUARI,-66.9045726,-4.881702
5098,130110,CAREIRO,AM,"0,557","0,515","0,779","0,431",AM-CAREIRO,1,AM-CAREIRO,92,130110, AM,CAREIRO,CAREIRO,-60.3612359,-3.8194468
4884,130115,CAREIRO DA VÁRZEA,AM,"0,568","0,523","0,779","0,450",AM-CAREIRO DA VÁRZEA,1,AM-CAREIRO DA VÁRZEA,93,130115, AM,CAREIRO DA VÁRZEA,CAREIRO DA VÁRZEA,-59.8262169,-3.1973653
4495,130120,COARI,AM,"0,586","0,606","0,780","0,425",AM-COARI,1,AM-COARI,94,130120, AM,COARI,COARI,-63.1483401,-4.0912758
4984,130130,CODAJÁS,AM,"0,563","0,546","0,775","0,421",AM-CODAJÁS,1,AM-CODAJÁS,95,130130, AM,CODAJÁS,CODAJÁS,-62.0610225,-3.8400079
4984,130140,EIRUNEPÉ,AM,"0,563","0,548","0,756","0,431",AM-EIRUNEPÉ,1,AM-EIRUNEPÉ,96,130140, AM,EIRUNEPÉ,EIRUNEPÉ,-69.8674865,-6.6618796
5502,130150,ENVIRA,AM,"0,509","0,521","0,727","0,349",AM-ENVIRA,1,AM-ENVIRA,97,130150, AM,ENVIRA,ENVIRA,-70.0228018,-7.4360807
5395,130160,FONTE BOA,AM,"0,530","0,518","0,719","0,400",AM-FONTE BOA,1,AM-FONTE BOA,98,130160, AM,FONTE BOA,FONTE BOA,-66.095866,-2.515248
5382,130165,GUAJARÁ,AM,"0,532","0,510","0,762","0,387",AM-GUAJARÁ,1,AM-GUAJARÁ,99,130165, AM,GUAJARÁ,GUAJARÁ,-72.8042797,-7.1919754
4029,130170,HUMAITÁ,AM,"0,605","0,621","0,791","0,451",AM-HUMAITÁ,1,AM-HUMAITÁ,100,130170, AM,HUMAITÁ,HUMAITÁ,-58.5058262,-27.0668636
5554,130180,IPIXUNA,AM,"0,481","0,476","0,772","0,302",AM-IPIXUNA,1,AM-IPIXUNA,101,130180, AM,IPIXUNA,IPIXUNA,-71.6924614,-7.0495648
3847,130185,IRANDUBA,AM,"0,613","0,607","0,799","0,476",AM-IRANDUBA,1,AM-IRANDUBA,102,130185, AM,IRANDUBA,IRANDUBA,-60.1908926,-3.2756589
3222,130190,ITACOATIARA,AM,"0,644","0,618","0,811","0,534",AM-ITACOATIARA,1,AM-ITACOATIARA,103,130190, AM,ITACOATIARA,ITACOATIARA,-43.0316339,-22.972109
5556,130195,ITAMARATI,AM,"0,477","0,529","0,772","0,266",AM-ITAMARATI,1,AM-ITAMARATI,104,130195, AM,ITAMARATI,ITAMARATI,-67.952363,-6.7390668
3030,130200,ITAPIRANGA,AM,"0,654","0,594","0,792","0,594",AM-ITAPIRANGA,1,AM-ITAPIRANGA,105,130200, AM,ITAPIRANGA,ITAPIRANGA,-53.7108335,-27.1698985
5449,130210,JAPURÁ,AM,"0,522","0,552","0,748","0,345",AM-JAPURÁ,1,AM-JAPURÁ,106,130210, AM,JAPURÁ,JAPURÁ,-68.5247149,-1.9962324
5449,130220,JURUÁ,AM,"0,522","0,538","0,704","0,376",AM-JURUÁ,1,AM-JURUÁ,107,130220, AM,JURUÁ,JURUÁ,-66.0723291,-3.4847481
5477,130230,JUTAÍ,AM,"0,516","0,528","0,766","0,340",AM-JUTAÍ,1,AM-JUTAÍ,108,130230, AM,JUTAÍ,JUTAÍ,-68.5247149,-4.4008685
5390,130240,LÁBREA,AM,"0,531","0,538","0,744","0,374",AM-LÁBREA,1,AM-LÁBREA,109,130240, AM,LÁBREA,LÁBREA,-65.475736,-8.6977958
3820,130250,MANACAPURU,AM,"0,614","0,604","0,795","0,481",AM-MANACAPURU,1,AM-MANACAPURU,110,130250, AM,MANACAPURU,MANACAPURU,-60.6320881,-3.2897455
4238,130255,MANAQUIRI,AM,"0,596","0,556","0,748","0,510",AM-MANAQUIRI,1,AM-MANAQUIRI,111,130255, AM,MANAQUIRI,MANAQUIRI,-60.4576779,-3.4359923
850,130260,MANAUS,AM,"0,737","0,738","0,826","0,658",AM-MANAUS,1,AM-MANAUS,112,130260, AM,MANAUS,MANAUS,-60.0217314,-3.1190275
4590,130270,MANICORÉ,AM,"0,582","0,580","0,747","0,456",AM-MANICORÉ,1,AM-MANICORÉ,113,130270, AM,MANICORÉ,MANICORÉ,-60.9540073,-6.5112455
5535,130280,MARAÃ,AM,"0,498","0,466","0,763","0,348",AM-MARAÃ,1,AM-MARAÃ,114,130280, AM,MARAÃ,MARAÃ,-65.5913464,-1.8508396
4444,130290,MAUÉS,AM,"0,588","0,549","0,800","0,464",AM-MAUÉS,1,AM-MAUÉS,115,130290, AM,MAUÉS,MAUÉS,-57.7169581,-3.3854447
4495,130300,NHAMUNDÁ,AM,"0,586","0,513","0,779","0,503",AM-NHAMUNDÁ,1,AM-NHAMUNDÁ,116,130300, AM,NHAMUNDÁ,NHAMUNDÁ,-57.1876349,-2.2268548
5081,130310,NOVA OLINDA DO NORTE,AM,"0,558","0,541","0,780","0,412",AM-NOVA OLINDA DO NORTE,1,AM-NOVA OLINDA DO NORTE,117,130310, AM,NOVA OLINDA DO NORTE,NOVA OLINDA DO NORTE,-59.0918517,-3.8924201
4841,130320,NOVO AIRÃO,AM,"0,570","0,551","0,776","0,434",AM-NOVO AIRÃO,1,AM-NOVO AIRÃO,118,130320, AM,NOVO AIRÃO,NOVO AIRÃO,-60.9423918,-2.6278686
5146,130330,NOVO ARIPUANÃ,AM,"0,554","0,532","0,759","0,421",AM-NOVO ARIPUANÃ,1,AM-NOVO ARIPUANÃ,119,130330, AM,NOVO ARIPUANÃ,NOVO ARIPUANÃ,-60.0259466,-6.3019793
2946,130340,PARINTINS,AM,"0,658","0,589","0,800","0,605",AM-PARINTINS,1,AM-PARINTINS,120,130340, AM,PARINTINS,PARINTINS,-56.7319696,-2.633616
5538,130350,PAUINI,AM,"0,496","0,531","0,724","0,317",AM-PAUINI,1,AM-PAUINI,121,130350, AM,PAUINI,PAUINI,-67.0005795,-7.712536
3172,130353,PRESIDENTE FIGUEIREDO,AM,"0,647","0,627","0,802","0,538",AM-PRESIDENTE FIGUEIREDO,1,AM-PRESIDENTE FIGUEIREDO,122,130353, AM,PRESIDENTE FIGUEIREDO,PRESIDENTE FIGUEIREDO,-60.0238349,-2.0533403
3884,130356,RIO PRETO DA EVA,AM,"0,611","0,590","0,785","0,493",AM-RIO PRETO DA EVA,1,AM-RIO PRETO DA EVA,123,130356, AM,RIO PRETO DA EVA,RIO PRETO DA EVA,-59.6993705,-2.6981683
5555,130360,SANTA ISABEL DO RIO NEGRO,AM,"0,479","0,461","0,737","0,323",AM-SANTA ISABEL DO RIO NEGRO,1,AM-SANTA ISABEL DO RIO NEGRO,124,130360, AM,SANTA ISABEL DO RIO NEGRO,SANTA ISABEL DO RIO NEGRO,-65.475736,-0.2725526
5541,130370,SANTO ANTÔNIO DO IÇÁ,AM,"0,490","0,438","0,759","0,353",AM-SANTO ANTÔNIO DO IÇÁ,1,AM-SANTO ANTÔNIO DO IÇÁ,125,130370, AM,SANTO ANTÔNIO DO IÇÁ,SANTO ANTÔNIO DO IÇÁ,-67.946675,-3.102811
3927,130380,SÃO GABRIEL DA CACHOEIRA,AM,"0,609","0,610","0,777","0,476",AM-SÃO GABRIEL DA CACHOEIRA,1,AM-SÃO GABRIEL DA CACHOEIRA,126,130380, AM,SÃO GABRIEL DA CACHOEIRA,SÃO GABRIEL DA CACHOEIRA,-67.0883053,-0.1155659
5453,130390,SÃO PAULO DE OLIVENÇA,AM,"0,521","0,471","0,780","0,386",AM-SÃO PAULO DE OLIVENÇA,1,AM-SÃO PAULO DE OLIVENÇA,127,130390, AM,SÃO PAULO DE OLIVENÇA,SÃO PAULO DE OLIVENÇA,-69.097023,-3.6499007
4695,130395,SÃO SEBASTIÃO DO UATUMÃ,AM,"0,577","0,561","0,739","0,464",AM-SÃO SEBASTIÃO DO UATUMÃ,1,AM-SÃO SEBASTIÃO DO UATUMÃ,128,130395, AM,SÃO SEBASTIÃO DO UATUMÃ,SÃO SEBASTIÃO DO UATUMÃ,-57.8732879,-2.5616153
3448,130400,SILVES,AM,"0,632","0,546","0,791","0,584",AM-SILVES,1,AM-SILVES,129,130400, AM,SILVES,SILVES,-8.4412051,37.1889976
3771,130406,TABATINGA,AM,"0,616","0,602","0,769","0,505",AM-TABATINGA,1,AM-TABATINGA,130,130406, AM,TABATINGA,TABATINGA,-69.9367014,-4.2289308
5524,130410,TAPAUÁ,AM,"0,502","0,512","0,694","0,355",AM-TAPAUÁ,1,AM-TAPAUÁ,131,130410, AM,TAPAUÁ,TAPAUÁ,-63.1890514,-5.625068
3312,130420,TEFÉ,AM,"0,639","0,637","0,801","0,511",AM-TEFÉ,1,AM-TEFÉ,132,130420, AM,TEFÉ,TEFÉ,-65.6658568,-4.4606478
5225,130423,TONANTINS,AM,"0,548","0,508","0,779","0,416",AM-TONANTINS,1,AM-TONANTINS,133,130423, AM,TONANTINS,TONANTINS,-67.6662231,-2.7915832
5416,130426,UARINI,AM,"0,527","0,535","0,724","0,378",AM-UARINI,1,AM-UARINI,134,130426, AM,UARINI,UARINI,-65.3807101,-3.1828365
3702,130430,URUCARÁ,AM,"0,620","0,551","0,754","0,575",AM-URUCARÁ,1,AM-URUCARÁ,135,130430, AM,URUCARÁ,URUCARÁ,-59.2879977,-0.910165
4444,130440,URUCURITUBA,AM,"0,588","0,538","0,776","0,487",AM-URUCURITUBA,1,AM-URUCURITUBA,136,130440, AM,URUCURITUBA,URUCURITUBA,-58.1551349,-3.1286852
3254,160010,AMAPÁ,AP,"0,642","0,631","0,790","0,532",AP-AMAPÁ,1,AP-AMAPÁ,296,160010, AP,AMAPÁ,AMAPÁ,-52.0029565,0.9019925
3234,160020,CALÇOENE,AP,"0,643","0,636","0,759","0,550",AP-CALÇOENE,1,AP-CALÇOENE,298,160020, AP,CALÇOENE,CALÇOENE,-50.9556918,2.4965404
3519,160021,CUTIAS,AP,"0,628","0,576","0,760","0,566",AP-CUTIAS,1,AP-CUTIAS,299,160021, AP,CUTIAS,CUTIAS,-50.3894858,1.022885
2986,160023,FERREIRA GOMES,AP,"0,656","0,635","0,820","0,542",AP-FERREIRA GOMES,1,AP-FERREIRA GOMES,300,160023, AP,FERREIRA GOMES,FERREIRA GOMES,-51.1812701,0.8588146
4718,160025,ITAUBAL,AP,"0,576","0,528","0,758","0,477",AP-ITAUBAL,1,AP-ITAUBAL,301,160025, AP,ITAUBAL,ITAUBAL,-50.6993472,0.6016406
2776,160027,LARANJAL DO JARI,AP,"0,665","0,641","0,801","0,573",AP-LARANJAL DO JARI,1,AP-LARANJAL DO JARI,302,160027, AP,LARANJAL DO JARI,LARANJAL DO JARI,-52.5189943,-0.8397632
940,160030,MACAPÁ,AP,"0,733","0,723","0,820","0,663",AP-MACAPÁ,1,AP-MACAPÁ,303,160030, AP,MACAPÁ,MACAPÁ,-51.070535,0.0355735
4331,160040,MAZAGÃO,AP,"0,592","0,609","0,758","0,449",AP-MAZAGÃO,1,AP-MAZAGÃO,304,160040, AP,MAZAGÃO,MAZAGÃO,-51.2862328,-0.1157293
2946,160050,OIAPOQUE,AP,"0,658","0,693","0,779","0,527",AP-OIAPOQUE,1,AP-OIAPOQUE,305,160050, AP,OIAPOQUE,OIAPOQUE,-51.8322886,3.8441774
3561,160015,PEDRA BRANCA DO AMAPARI,AP,"0,626","0,628","0,779","0,502",AP-PEDRA BRANCA DO AMAPARI,1,AP-PEDRA BRANCA DO AMAPARI,297,160015, AP,PEDRA BRANCA DO AMAPARI,PEDRA BRANCA DO AMAPARI,-51.9610865,0.7787281
3291,160053,PORTO GRANDE,AP,"0,640","0,610","0,777","0,554",AP-PORTO GRANDE,1,AP-PORTO GRANDE,306,160053, AP,PORTO GRANDE,PORTO GRANDE,-25.0050783,16.8953867
3820,160055,PRACUÚBA,AP,"0,614","0,539","0,790","0,544",AP-PRACUÚBA,1,AP-PRACUÚBA,307,160055, AP,PRACUÚBA,PRACUÚBA,-50.7849572,1.7430346
2134,160060,SANTANA,AP,"0,692","0,654","0,794","0,638",AP-SANTANA,1,AP-SANTANA,308,160060, AP,SANTANA,SANTANA,-97.3845468,37.6726766
1638,160005,SERRA DO NAVIO,AP,"0,709","0,659","0,783","0,692",AP-SERRA DO NAVIO,1,AP-SERRA DO NAVIO,295,160005, AP,SERRA DO NAVIO,SERRA DO NAVIO,-52.0033999,0.9016848
4331,160070,TARTARUGALZINHO,AP,"0,592","0,553","0,794","0,473",AP-TARTARUGALZINHO,1,AP-TARTARUGALZINHO,309,160070, AP,TARTARUGALZINHO,TARTARUGALZINHO,-50.8456323,1.2998516
3721,160080,VITÓRIA DO JARI,AP,"0,619","0,587","0,781","0,517",AP-VITÓRIA DO JARI,1,AP-VITÓRIA DO JARI,310,160080, AP,VITÓRIA DO JARI,VITÓRIA DO JARI,-52.4239856,-0.9263732
4081,290010,ABAÍRA,BA,"0,603","0,577","0,746","0,510",BA-ABAÍRA,1,BA-ABAÍRA,1827,290010, BA,ABAÍRA,ABAÍRA,-41.7407394,-13.2782057
4742,290020,ABARÉ,BA,"0,575","0,533","0,776","0,460",BA-ABARÉ,1,BA-ABARÉ,1828,290020, BA,ABARÉ,ABARÉ,-49.2927896,-25.4292301
4590,290030,ACAJUTIBA,BA,"0,582","0,560","0,723","0,487",BA-ACAJUTIBA,1,BA-ACAJUTIBA,1829,290030, BA,ACAJUTIBA,ACAJUTIBA,-37.9996401,-11.6658608
5253,290035,ADUSTINA,BA,"0,546","0,526","0,718","0,432",BA-ADUSTINA,1,BA-ADUSTINA,1830,290035, BA,ADUSTINA,ADUSTINA,-38.1144747,-10.5356783
5194,290040,ÁGUA FRIA,BA,"0,550","0,529","0,747","0,422",BA-ÁGUA FRIA,1,BA-ÁGUA FRIA,1831,290040, BA,ÁGUA FRIA,ÁGUA FRIA,-106.0222447,35.6544754
4562,290060,AIQUARA,BA,"0,583","0,573","0,733","0,471",BA-AIQUARA,1,BA-AIQUARA,1833,290060, BA,AIQUARA,AIQUARA,-39.8902535,-14.1255654
2359,290070,ALAGOINHAS,BA,"0,683","0,681","0,790","0,592",BA-ALAGOINHAS,1,BA-ALAGOINHAS,1834,290070, BA,ALAGOINHAS,ALAGOINHAS,-38.4211223,-12.1339689
3957,290080,ALCOBAÇA,BA,"0,608","0,611","0,771","0,476",BA-ALCOBAÇA,1,BA-ALCOBAÇA,1835,290080, BA,ALCOBAÇA,ALCOBAÇA,-8.9796492,39.548667
4984,290090,ALMADINA,BA,"0,563","0,563","0,751","0,421",BA-ALMADINA,1,BA-ALMADINA,1836,290090, BA,ALMADINA,ALMADINA,-95.501801,29.730743
3587,290100,AMARGOSA,BA,"0,625","0,616","0,807","0,492",BA-AMARGOSA,1,BA-AMARGOSA,1837,290100, BA,AMARGOSA,AMARGOSA,-116.8567186,36.2435621
2759,290110,AMÉLIA RODRIGUES,BA,"0,666","0,609","0,810","0,600",BA-AMÉLIA RODRIGUES,1,BA-AMÉLIA RODRIGUES,1838,290110, BA,AMÉLIA RODRIGUES,AMÉLIA RODRIGUES,-38.7158702,-12.417342
5027,290115,AMÉRICA DOURADA,BA,"0,561","0,506","0,751","0,464",BA-AMÉRICA DOURADA,1,BA-AMÉRICA DOURADA,1839,290115, BA,AMÉRICA DOURADA,AMÉRICA DOURADA,-41.5147461,-11.4739063
5325,290120,ANAGÉ,BA,"0,540","0,549","0,771","0,371",BA-ANAGÉ,1,BA-ANAGÉ,1840,290120, BA,ANAGÉ,ANAGÉ,-41.1397197,-14.6156615
5128,290130,ANDARAÍ,BA,"0,555","0,540","0,764","0,415",BA-ANDARAÍ,1,BA-ANDARAÍ,1841,290130, BA,ANDARAÍ,ANDARAÍ,-41.2004878,-12.6650885
4444,290135,ANDORINHA,BA,"0,588","0,586","0,731","0,474",BA-ANDORINHA,1,BA-ANDORINHA,1842,290135, BA,ANDORINHA,ANDORINHA,-54.6608822,-16.4530598
3587,290140,ANGICAL,BA,"0,625","0,564","0,778","0,556",BA-ANGICAL,1,BA-ANGICAL,1843,290140, BA,ANGICAL,ANGICAL,-44.6986014,-12.0073749
4416,290150,ANGUERA,BA,"0,589","0,565","0,766","0,471",BA-ANGUERA,1,BA-ANGUERA,1844,290150, BA,ANGUERA,ANGUERA,-39.2473797,-12.1516416
4331,290160,ANTAS,BA,"0,592","0,573","0,739","0,491",BA-ANTAS,1,BA-ANTAS,1845,290160, BA,ANTAS,ANTAS,-117.8794649,33.6735282
5027,290170,ANTÔNIO CARDOSO,BA,"0,561","0,544","0,768","0,422",BA-ANTÔNIO CARDOSO,1,BA-ANTÔNIO CARDOSO,1846,290170, BA,ANTÔNIO CARDOSO,ANTÔNIO CARDOSO,-39.120313,-12.4359315
4198,290180,ANTÔNIO GONÇALVES,BA,"0,598","0,580","0,741","0,498",BA-ANTÔNIO GONÇALVES,1,BA-ANTÔNIO GONÇALVES,1847,290180, BA,ANTÔNIO GONÇALVES,ANTÔNIO GONÇALVES,-40.2727637,-10.5702021
5225,290190,APORÁ,BA,"0,548","0,516","0,751","0,425",BA-APORÁ,1,BA-APORÁ,1848,290190, BA,APORÁ,APORÁ,-38.2110938,-11.7082543
5169,290195,APUAREMA,BA,"0,552","0,555","0,735","0,413",BA-APUAREMA,1,BA-APUAREMA,1849,290195, BA,APUAREMA,APUAREMA,-39.7443601,-13.8554594
4841,290205,ARAÇAS,BA,"0,570","0,540","0,744","0,462",BA-ARAÇAS,1,BA-ARAÇAS,1851,290205, BA,ARAÇAS,ARAÇAS,-38.2034519,-12.2113492
4614,290200,ARACATU,BA,"0,581","0,591","0,754","0,439",BA-ARACATU,1,BA-ARACATU,1850,290200, BA,ARACATU,ARACATU,-41.401196,-14.3679321
5366,290210,ARACI,BA,"0,534","0,534","0,747","0,381",BA-ARACI,1,BA-ARACI,1852,290210, BA,ARACI,ARACI,-95.6268531,37.0328207
4444,290220,ARAMARI,BA,"0,588","0,568","0,761","0,470",BA-ARAMARI,1,BA-ARAMARI,1853,290220, BA,ARAMARI,ARAMARI,-38.4977507,-12.0883267
5066,290225,ARATACA,BA,"0,559","0,557","0,758","0,413",BA-ARATACA,1,BA-ARATACA,1854,290225, BA,ARATACA,ARATACA,-39.4243113,-15.2579888
4742,290230,ARATUÍPE,BA,"0,575","0,570","0,753","0,443",BA-ARATUÍPE,1,BA-ARATUÍPE,1855,290230, BA,ARATUÍPE,ARATUÍPE,-39.0008878,-13.0778146
4884,290240,AURELINO LEAL,BA,"0,568","0,555","0,759","0,434",BA-AURELINO LEAL,1,BA-AURELINO LEAL,1856,290240, BA,AURELINO LEAL,AURELINO LEAL,-39.465738,-14.367911
4416,290250,BAIANÓPOLIS,BA,"0,589","0,543","0,763","0,492",BA-BAIANÓPOLIS,1,BA-BAIANÓPOLIS,1857,290250, BA,BAIANÓPOLIS,BAIANÓPOLIS,-44.3996944,-12.6593306
4515,290260,BAIXA GRANDE,BA,"0,585","0,549","0,775","0,471",BA-BAIXA GRANDE,1,BA-BAIXA GRANDE,1858,290260, BA,BAIXA GRANDE,BAIXA GRANDE,-40.1679045,-11.9599871
4654,290265,BANZAÊ,BA,"0,579","0,539","0,769","0,468",BA-BANZAÊ,1,BA-BANZAÊ,1859,290265, BA,BANZAÊ,BANZAÊ,-38.6131871,-10.580403
5098,290270,BARRA,BA,"0,557","0,503","0,750","0,457",BA-BARRA,1,BA-BARRA,1860,290270, BA,BARRA,BARRA,-7.4567959,56.9808838
4742,290280,BARRA DA ESTIVA,BA,"0,575","0,566","0,717","0,469",BA-BARRA DA ESTIVA,1,BA-BARRA DA ESTIVA,1861,290280, BA,BARRA DA ESTIVA,BARRA DA ESTIVA,-41.2406872,-13.5814626
5186,290290,BARRA DO CHOÇA,BA,"0,551","0,563","0,770","0,386",BA-BARRA DO CHOÇA,1,BA-BARRA DO CHOÇA,1862,290290, BA,BARRA DO CHOÇA,BARRA DO CHOÇA,-40.5781186,-14.8659921
3487,290300,BARRA DO MENDES,BA,"0,630","0,578","0,784","0,553",BA-BARRA DO MENDES,1,BA-BARRA DO MENDES,1863,290300, BA,BARRA DO MENDES,BARRA DO MENDES,-42.0581825,-11.8100596
4695,290310,BARRA DO ROCHA,BA,"0,577","0,585","0,705","0,465",BA-BARRA DO ROCHA,1,BA-BARRA DO ROCHA,1864,290310, BA,BARRA DO ROCHA,BARRA DO ROCHA,-39.6311688,-14.1828376
1266,290320,BARREIRAS,BA,"0,721","0,695","0,807","0,668",BA-BARREIRAS,1,BA-BARREIRAS,1865,290320, BA,BARREIRAS,BARREIRAS,-44.9953475,-12.1477483
3984,290323,BARRO ALTO,BA,"0,607","0,551","0,739","0,550",BA-BARRO ALTO,1,BA-BARRO ALTO,1866,290323, BA,BARRO ALTO,BARRO ALTO,-48.9161577,-14.9717362
4101,290330,BARRO PRETO,BA,"0,602","0,576","0,744","0,508",BA-BARRO PRETO,1,BA-BARRO PRETO,1868,290330, BA,BARRO PRETO,BARRO PRETO,-39.471619,-14.8070271
3902,290327,BARROCAS,BA,"0,610","0,574","0,786","0,503",BA-BARROCAS,1,BA-BARROCAS,1867,290327, BA,BARROCAS,BARROCAS,-39.0797371,-11.5313332
4198,290340,BELMONTE,BA,"0,598","0,577","0,771","0,480",BA-BELMONTE,1,BA-BELMONTE,1869,290340, BA,BELMONTE,BELMONTE,-7.3408535,40.351063
4742,290350,BELO CAMPO,BA,"0,575","0,562","0,760","0,444",BA-BELO CAMPO,1,BA-BELO CAMPO,1870,290350, BA,BELO CAMPO,BELO CAMPO,-41.2587906,-15.0378169
5339,290360,BIRITINGA,BA,"0,538","0,525","0,738","0,402",BA-BIRITINGA,1,BA-BIRITINGA,1871,290360, BA,BIRITINGA,BIRITINGA,-38.7786956,-11.5628874
4903,290370,BOA NOVA,BA,"0,567","0,535","0,753","0,453",BA-BOA NOVA,1,BA-BOA NOVA,1872,290370, BA,BOA NOVA,BOA NOVA,-8.7150228,41.2029154
5186,290380,BOA VISTA DO TUPIM,BA,"0,551","0,514","0,729","0,447",BA-BOA VISTA DO TUPIM,1,BA-BOA VISTA DO TUPIM,1873,290380, BA,BOA VISTA DO TUPIM,BOA VISTA DO TUPIM,-40.5533995,-12.7854297
3433,290390,BOM JESUS DA LAPA,BA,"0,633","0,615","0,775","0,533",BA-BOM JESUS DA LAPA,1,BA-BOM JESUS DA LAPA,1874,290390, BA,BOM JESUS DA LAPA,BOM JESUS DA LAPA,-43.2521507,-13.2786154
